epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.6793296377090786,0.3206703636460203,0.7109357376420309,0.28906426176665323
1,0.9098114680360865,0.09018853196391353,0.8771597802165955,0.12284021978340452
2,0.9197272390284866,0.08027276097151337,0.8454284895034063,0.15457151049659365
